page_group_name,post_url,comments,type,shares,love,wow,haha,sad,angry,likes,post_message,lex_found
တာမွေမြို့နယ် ပြည်သူ့ကွန်ရက်,https://www.facebook.com/groups/393405437884628/permalink/757109604847541,1580,Photo,106,218,4,51,0,63,1,တာ မွေ Q များ ဆက်လက် ခေါ်ဆောင် ပေး နေ ပါ ပြီ အားလုံး . ၈၀ ဦး ရွာ သာ ကြီး စီး ပွါး ရေး တက္ကသိုလ် Q. စင် တာ သို့ .. တာ မွေ ကွန် ယက် YRO,
သရက်မြို့၊ သရက်သူ/သရက်သား သတင်းများ,https://www.facebook.com/groups/187021968296409/permalink/1338558936476034,576,Photo,17,43,45,0,3,0,0,မြန်မာ ပြည် ရဲ့ အသက်သွေးကြော ဧရာ ဝ တီ နဲ့ NLD ရာဇဝင် တို့ ရဲ့ သတို့သမီး ဒို့ ရဲ့ မိခင်,
တံတားဦး လူထုအသံလှိုင်း ( ၂ ),https://www.facebook.com/groups/1476009722706099/permalink/2462047724102289,463,Status,105,7,25,0,19,0,1,ဖြစ် နိုင် ရင် ဗျာ 2020 မှာ NLD အပြတ် သက် နိုင် စေ ချင် တယ်,
ဝေဖန်ကြရအောင်,https://www.facebook.com/groups/202718583408461/permalink/1291466837866958,8,Photo,359,5,1,0,11,0,3,,
💖နိုင်ငံတော်အတိုင်ပင်ခံပုဂ္ဂိုလ် ဒေါ်အောင်ဆန်းစုကြည်၏ မျိုးဆက်သစ်များ💖,https://www.facebook.com/groups/690887914347608/permalink/2920616898041354,617,Photo,91,290,2,3,2,0,1,ခြေ ဥ ပြင် ဖို့ NLD ကို မဲပေး ကြ ပါ စို့ ____________________________ လက်ရှိ ပြည်ထဲရေး ဝန်ကြီး ပါ ။ ကာ ချုပ် မင်း အောင် လှိုင် က ပဲ ခန့်အပ် ခွင့် ၊ ဖြုတ်ချ ခွင့် ရှိပါတယ် ။ ပြည်ထဲရေး ဝန်ကြီးဌာန ရဲ့ လက်အောက် မှာ စ သုံး လုံး ၊ SB ၊ ရဲတပ်ဖွဲ့ တို့ ရှိပါတယ် ။ အမှန် ကတော့ ကာ ချုပ် ၊ ကာကွယ်ရေး ဝန်ကြီး ၊ ပြည်ထဲရေး ဝန်ကြီး အားလုံး ဟာ ပြည် သူ ကရွေး ချယ် တင်မြှောက် ထား တဲ့ သမ္မတ လက်အောက် မှာရှိ ရ မှာ ပါ ။ ၂၀၀၈ ၊ ဖွဲ့စည်းပုံ အခြေခံ ဥပဒေ ၊ ခြေ ဥ အရ ပြည်ထဲရေး ဝန်ကြီးဌာန က ကာ ချုပ် လက်အောက် ရောက် နေ ရ တယ် ။ မြန်မာ ပြည် မှာ ထောင်ပြေး တစ် ယောက် က ပါတီ ဥက္ကဌ ဖြစ် နေ တာ က အစ ၊ မြူး စစ် ဇုံ KTV ပိုင်ရှင် ကို တရားစွဲ ဖို့ ကြန့်ကြာ နေ တာ အလယ် ၊ ဗစ် တိုး ရီ ယား လေး အမှု အဆုံး ထား ၍ တရား ဥပဒေ စိုးမိုး မှု နဲ့ ပတ်သက် ပြီး ပြည်ထဲရေး ဝန်ကြီးဌာန အပေါ် ကျေနပ် မှု မရှိ ဘူး ဆို ရင် ခြေ ဥ ကို ပြင်ဆင် ရ မှာ ပါ ။ ကာ ချုပ် နဲ့ တွေ ဆုံ ခဲ့ တဲ့ ၃၄ ပါတီ ကတော့ ခြေ ဥ ပြင်ဆင် ဖို့ စိတ်ကူး တောင် မရှိ ဘူး ။ NLD ပါတီ တစ် ပါတီ ပဲ ခြေ ဥ ပြင်ဆင် ဖို့ အား သန် နေ တာ ပါ ။ အာဏာရှင် တွေ က ခြေ ဥ ကို ပြင်ဆင် လို့ မ ရအောင် ဘယ်လို ပဲ ရေးဆွဲ ထားသည် ဖြစ် ပါစေ ၊ လွှတ်တော် အသီး သီ မှာ မရွေး ကောက်ခံ မဟုတ် တဲ့ စစ်တပ် ကိုယ်စားလှယ် ၂၅ % ရှိ နေပါစေ ၊ နောက် တစ် ကြိမ် NLD အစိုးရ ဆက် ဖြစ် ရင် အစိုးရ နဲ့ အများပြည်သူ ပူ ပေါင်း ပြီး ခြေ ဥ ကို တစ်နည်းတစ်ဖုံ နဲ့ ပြင်ဆင် နိုင် မယ် လို့ ချွင်း ချက်မ ရှိ ယုံကြည် ပါ တယ် ။ PyoeThanHlaing ပျိုး သန်း လှိုင် https://m.facebook.com/story.php?story_fbid=1298756293850171&id=100011474382912#kyawmyat697,
NLDထောက်ခံ အမေစုချစ်သူများ (သီးသန့်),https://www.facebook.com/groups/686414348155900/permalink/2157140407749946,1151,Photo,43,57,79,0,0,0,0,ဂျပန် နိုင်ငံ ရောက် မြန်မာနိုင်ငံ သား များ အား အမေ စု ကိုယ်စား အထူး ကို ကျေးဇူးတင် ပါ တယ် အားလုံး ကျန်းမာ ချင်း ချမ်းသာ ခြင်း ဖြင့် ပြည့်စုံ ကြ ပါစေ,
တံတားဦး လူထုအသံလှိုင်း ( ၂ ),https://www.facebook.com/groups/1476009722706099/permalink/2462038294103232,546,Photo,26,62,85,7,0,0,0,,
ထူးထူးခြားခြားသတင်းအစုံ,https://www.facebook.com/groups/1674070092830889/permalink/2730603877177500,225,Native Video,5,91,32,0,2,0,0,ဒေါင် ကတော့ အ ပေါာ် က ပြန် မှာ နော် လိုက် ဘို့ မလွယ် ပါ ဘူး,
Lashio,https://www.facebook.com/groups/11121238423/permalink/10157698231303424,320,Native Video,20,62,60,1,0,0,0,,
သန်လျင်မြို့ သတင်းစုံ (Syriam),https://www.facebook.com/groups/501457013694880/permalink/992329704607606,698,Status,22,148,0,69,0,141,1,2.10.2020 ညနေ ၆ နာရီ အထိ ပိုး တွေ့ လူနာ ပေါင်း သန် လျင် မှာ ၂၈၀ ဦး ဖြစ် သွား ပါ ပြီ,
မန္တလေး သတင်းစုံ,https://www.facebook.com/groups/209484476175267/permalink/1068625800261126,1061,Photo,18,40,86,2,1,9,0,,
အမေစုကို ချစ်ကြသူများသာ (သီးသန့်),https://www.facebook.com/groups/131667613924620/permalink/1195734634184574,1965,Photo,224,408,34,1,14,1,1,တကယ် ကြောက် တာ ပါ ...?... တခြား မ ပြေား ပါ ဘူး ... သူခိုး ပြေား တာ ပါ,သူခိုး
🙏ချောင်းဆုံသူ/ချောင်းဆုံသားများ🙏 (ဆုံဆည်းရာ),https://www.facebook.com/groups/909232402436629/permalink/4080652638627907,427,Native Video,23,104,12,0,0,0,0,,
အမေစုကို ချစ်ကြသူများသာ (သီးသန့်),https://www.facebook.com/groups/131667613924620/permalink/1194933107598060,2070,Photo,134,312,223,8,3,0,0,,
💖နိုင်ငံတော်အတိုင်ပင်ခံပုဂ္ဂိုလ် ဒေါ်အောင်ဆန်းစုကြည်၏ မျိုးဆက်သစ်များ💖,https://www.facebook.com/groups/690887914347608/permalink/2919642731472104,648,Photo,52,336,5,4,23,0,1,,
မော်ရွှေမြိုင် သတင်းဦး သတင်းထူး,https://www.facebook.com/groups/1435960056706539/permalink/2442025399433328,950,Native Video,86,67,42,0,0,0,0,,
💖နိုင်ငံတော်အတိုင်ပင်ခံပုဂ္ဂိုလ် ဒေါ်အောင်ဆန်းစုကြည်၏ မျိုးဆက်သစ်များ💖,https://www.facebook.com/groups/690887914347608/permalink/2917618908341153,807,Photo,23,209,11,0,1,0,0,,
💖နိုင်ငံတော်အတိုင်ပင်ခံပုဂ္ဂိုလ် ဒေါ်အောင်ဆန်းစုကြည်၏ မျိုးဆက်သစ်များ💖,https://www.facebook.com/groups/690887914347608/permalink/2919254278177616,793,Photo,87,156,29,0,0,1,0,,
တံတားဦး လူထုအသံလှိုင်း ( ၂ ),https://www.facebook.com/groups/1476009722706099/permalink/2461929374114124,240,Native Video,24,89,66,2,3,0,2,,
အမေစုကို ချစ်ကြသူများသာ (သီးသန့်),https://www.facebook.com/groups/131667613924620/permalink/1196410290783675,542,Native Video,72,314,27,3,0,0,0,,
သရက်မြို့၊ သရက်သူ/သရက်သား သတင်းများ,https://www.facebook.com/groups/187021968296409/permalink/1338901773108417,381,Photo,19,50,3,14,1,64,0,သရက် သူ သရက် သား များ အထူး ဂရုစိုက် ကြ ပါ ခ ဗျာ ၂ ဦး ရှိ ပြီ နော်,
💖အမေ့သားသမီးများသီးသန့်💖,https://www.facebook.com/groups/1250425025055426/permalink/3424242154340358,403,Photo,46,97,122,0,0,0,0,,
💖နိုင်ငံတော်အတိုင်ပင်ခံပုဂ္ဂိုလ် ဒေါ်အောင်ဆန်းစုကြည်၏ မျိုးဆက်သစ်များ💖,https://www.facebook.com/groups/690887914347608/permalink/2926308704138840,724,Photo,17,124,120,0,0,0,0,"မြန်မာနိုင်ငံ ရဲ့ ၀င် ငွေ အကောင်း ဆုံး အမျိုးသမီး စာရေးဆရာ မ ဒေါ် အောင် ဆန်း စု ကြည် --------------- သူမ ရေးသား ထား တဲ့ စာအုပ် တွေ ဟာ ကမ္ဘာ့ စာပေလောက မှာ အကြိမ်ကြိမ် ထပ်မံ ပုံနှိပ်ထုတ်ဝေ ခဲ့ ရ တဲ့ စာအုပ် တွေ ဖြစ် ကြ ပါ တယ် ။ -LettersfromBurma( ၅ ) ကြိမ်မြောက် -FreedomfromFear( ၉ ) ကြိမ်မြောက် -ThevoiceofHope( ၁၅ ) ကြိမ်မြောက် ထုတ်ဝေ ခဲ့ ကြ တာ ပါ ။ ဒီ စာရင်း ဟာ Amazon.com လို မျိုး အွန် လိုင်း မှာ ရောင်းချ တဲ့ အွန် လိုင်း စျေးကွက် မ ပါဝင် သေးပါ ဘူး ။ ပြည်ပ PrintedMedia တွေ ဟာ တစ်ခါ ထုတ် ရင်အုပ် ရေ ( ၅ ) သောင်း ၊ ( ၁ ) သိန်း ထုတ် လေ့ ရှိ ကြ ပါ တယ် ။ စာမူခ ကို ပထမ ဦးဆုံး အကြိမ် ဒေါ်လာ ၄ , ၀၀၀ မှ ဒေါ်လာ ၁၀ , ၀၀၀ ပတ်ဝန်းကျင် ပေး လေ့ ရှိ ပြီး ၊ စာအုပ် တစ် အုပ် ကို royalties ၁၀ % ထပ် ပေး ပါ တယ် ။ စာအုပ် ရဲ့ တန်ဖိုး ဟာ ဒေါ်လာ ၂၀ ဖြစ် မယ် ဆို ရင် တစ် အုပ် ရောင်း ရ တိုင်း ၂ ဒေါ်လာ ရရှိ မှာ ပါ ။ နမူနာ အနေ နဲ့ တွက်ချက် ပြ ရ မယ် ဆို ရင် ..FreedomfromFear ၂ ဒေါ်လာ x ၅၀ , ၀၀၀ အုပ် ရေ x ၉ ကြိမ် = ဒေါ်လာ ၉၀၀ , ၀၀၀ ( ၉ သိန်း ) ၀င် ငွေ ရှိပါတယ် ။ ဒေါ် အောင် ဆန်း စု ကြည် ရေးသား တည်းဖြတ် ခဲ့ သော စာအုပ် စာရင်း မှာ - ကြောက်ရွံ့ ခြင်း မှ လွတ်ကင်း ရေး - မျှော် လင့် ခြင်း ၏ အသံ များ - မြန်မာ ပြည် မှ ပေးစာ များ - ဗ မာ့ အောင် ဆန်း - အောင် ဆန်း ၊ အာ ရှ နိုင်ငံ မှ ခေါင်းဆောင် များ - ဘူ တန် သို့ သွား လည် ကြ စို့ - မြန်မာ ပြည် သို့ အလည် တစ် ခေါက် - နီပေါ သို့ သွား လည် ကြ စို့ - မျက်နှာဖုံး နောက်ကွယ် ရှိ မြန်မာ ပြည် - မြန်မာ နှင့် အိန္ဒိ ယ ကိုလိုနီ လက်အောက် ဘ၀ များ ၏ ရှုထောင့် များ - စစ် မှန် သော ခိုကိုး ရာ ဆီ သို့ တို့ ဖြစ်ပါတယ် ။ ကမ္ဘာ့ ငြိမ်းချမ်းရေး နို ဘယ်လ် ဆု ဆုငွေ ဒေါ်လာ ၁ . ၃ သန်း ၏ ငွေကြေး အားလုံး ကို မြန်မာနိုင်ငံ ကျန်းမာရေး နှင့် ပညာရေး များ အတွက် ရံပုံ ငွေ အဖြစ် ထူထောင် ခဲ့ ပါ တယ် ။ Credit#Mask တပ် ပါ # တတ်နိုင် သမျှ အိမ် မှာ နေ ပါ # လက် ကို ခဏခဏ ဆေး ပါ # လူစုလူဝေး ရှောင် ပါ #VoteNLD2020# ဒီမိုကရေစီ မှန်ကန် ရေး NLD ကို ဒို့ မဲပေး",နီပေါ
💖နိုင်ငံတော်အတိုင်ပင်ခံပုဂ္ဂိုလ် ဒေါ်အောင်ဆန်းစုကြည်၏ မျိုးဆက်သစ်များ💖,https://www.facebook.com/groups/690887914347608/permalink/2925614440874933,723,Photo,23,181,58,0,0,0,0,"❤❤❤❤❤ မ လေး ရှား ကုန်တိုက် ကြော်ငြာ ဘုတ် မှာ အခြား ထိပ်သီး နိုင်ငံ ခေါင်းဆောင် များ နဲ့ ကျွန်တော်တို့ နိုင်ငံ ခေါင်းဆောင် မိခင် ပုံ ကို မြင် လိုက် လို့ နောက် တစ်ခါ ပြန် အလာ ကို ဓာတ် ဖမ်း ဖို့ စောင့် လိုက် တာ မိနစ် သုံး ဆယ် လောက် ကြာ သွား တယ် "" သွား မ လုပ် နဲ့ အဲဒါ ဗိုလ်ချုပ် သမီး နော် ကမ္ဘာကျော် ပုဂ္ဂိုလ် ကြီး ""----------------------------------------------------------------- ဘယ် သူ့ ဘယ်သူ ကို မဆို လက် ဆွဲ နှုတ်ဆက် တိုင်း လက်အိတ် မချွတ် တဲ့ ဗြိ တိန် ဘုရင်မ ကြီး က ဒေါ် အောင် ဆန်း စု ကြည် ကို လက်အိတ် ချွတ် ပြီး နှုတ်ဆက် ခဲ့ တယ် ။ ( သူ လက်အိတ် ချွတ် ပြီး နူတ် ဆက် တဲ့ သူ အမေ စု အပါအဝင် ၅ ယောက်မ ပြည့် ပါ ဘူး ) ရုရှား နိုင်ငံ က ဒေါ် အောင် ဆန်း စု ကြည် လာ ရင် အမြောက် ပစ် ပြီး ကြို ရ တယ် ။ တရုတ် နိုင်ငံ က ဒေါ် အောင် ဆန်း စု ကြည် ကို "" ဦး ဆွေး ဆံ မြေ့ "" ဆိုပြီး တိုင်းပြည် အတွက် ဦးခေါင်း က ဆံပင် တွေ ဆွေးမြေ့ တဲ့ အထိ တာဝန် ထမ်းဆောင် နေ တဲ့ အမျိုးသမီး ဆိုပြီး ပန်းချီရေး ပြီး တင်စား ကြ တယ် ။ အမေ ရိ ကန် နိုင်ငံ မှာ ဒေါ် အောင် ဆန်း စု ကြည် နေ့ ဆို တာ ရှိ တယ် ။ နော် ဝေး နိုင်ငံ မှာ ဒေါ် အောင် ဆန်း စု ကြည် ပန်းခြံ ရှိ တယ် ။ စင်္ကာ ပူ နိုင်ငံ မှာ ဒေါ် အောင် ဆန်း စု ကြည် နာမည် သစ်ခွပန်း ရှိ တယ် ။ သီရိ လင်္ကာ နိုင်ငံ မူလတန်း ကျောင်း သင်ရိုး မှာ ဒေါ် အောင် ဆန်း စု ကြည် အကြောင်း ထည့် သင် ရ တယ် ။ ဒေါ် အောင် ဆန်း စု ကြည် ဆို တာ နောက်ထပ် မ ရ နိုင် တဲ့ ဒီလို ခေါင်းဆောင် မျိုး ပါ ။ အခု သူ ဦးဆောင် တဲ့ ရထား တွဲ ကြီး မြန်မာ ပြည် ရဲ့ အနာဂတ် ကို စတင် ထွက် ခွါ နေ ပြီ ။ မှီ သေး တယ် လိုက် မှာ လား ၊ နေ ခဲ့ မှာ လား !! ကျုပ် ကတော့ အ မေ့ ကို ယုံ လို့ ကလောင် ဆွဲ ပြီး မှီ ရာ အတွဲ က လိုက် ခဲ့ ပြီ ဗျာ အမှား ကို အမှန် ထင် ရွှေ သမင် အလိုက် မှား နေ တဲ့ လူ တွေ အတွက် ပေါ့ ။ Credit,Org",
💖နိုင်ငံတော်အတိုင်ပင်ခံပုဂ္ဂိုလ် ဒေါ်အောင်ဆန်းစုကြည်၏ မျိုးဆက်သစ်များ💖,https://www.facebook.com/groups/690887914347608/permalink/2924579754311735,725,Photo,84,83,93,0,0,0,0,,
တံတားဦး လူထုအသံလှိုင်း ( ၂ ),https://www.facebook.com/groups/1476009722706099/permalink/2462052650768463,591,Photo,27,33,58,2,1,0,0,,
မြန်​မာနှင့်​ နိုင်​ငံတကာစစ်​သတင်းများ,https://www.facebook.com/groups/1830162330411541/permalink/3437954119632346,440,Photo,48,37,4,0,0,0,0,,
ထူးထူးခြားခြားသတင်းအစုံ,https://www.facebook.com/groups/1674070092830889/permalink/2730528730518348,228,Native Video,17,79,19,0,1,0,3,,
သရက်မြို့၊ သရက်သူ/သရက်သား သတင်းများ,https://www.facebook.com/groups/187021968296409/permalink/1338575776474350,415,Native Video,21,60,44,0,3,0,0,,
💖နိုင်ငံတော်အတိုင်ပင်ခံပုဂ္ဂိုလ် ဒေါ်အောင်ဆန်းစုကြည်၏ မျိုးဆက်သစ်များ💖,https://www.facebook.com/groups/690887914347608/permalink/2929663563803354,628,Status,22,113,5,0,0,0,0,"ကို ဗစ် လဲ အရေးကြီး သလို NLD လဲ အရေးကြီး တယ် ကို ဗစ် က စည်းကမ်း NLD က ထီးနန်း "" နန်းတင် မ မှား အောင် မ အ နဲ့ """,
💖2020 NLD အောင်နိုင်ရေး Group.💖,https://www.facebook.com/groups/205372839887984/permalink/1025846937840566,820,Photo,35,185,114,0,0,4,1,# နီး ခွင့် မ ရ ခဲ့ သော _ မြင်းမိုရ် စိတ်ပူ မိ တယ် အမေ ခွင့် တူညီ မျှ ဖို့ ဝါဒ တွေ မ ဖြူစင် သေး တဲ့ မြေ မှာ အမေ ကျန်းမာရေး အတွက် အိပ်စက် ခြင်း တွေ လုံလောက် ပါ့ မ လား နိုင်ငံရေး လုပ် ရုံ နဲ့ အား မ ရ စစ် ပါ တိုက် နေ ရ တဲ့ အ မေ့ အတွက် ခြေ လက် အ ဂါင်္တွေ စွန့် လှု ခဲ့ ရ တဲ့ ရှေ့တန်း ပြန် စစ်သား ပမာ မွန်မြတ် စွာ နာကျင် ခြင်း နဲ့ လွမ်း တယ် အမေ မြန်မာ ပြည် သူ တွေ အတွက် ပေးဆပ် စွန့် လွှတ် ခဲ့ တာ မဟုတ် ပါ ဘူး လုပ် သင့် တာကို ကျမ ရွေးချယ် ခဲ့ တာ ပါ တဲ့ အမေ ညာ တယ် တကယ် ဆို မြန်မာ ပြည် အတွက် အမေ က ပေးဆပ် သူ ဆို သား က လည်း စွန့် လွှတ် သူ အဖြစ် ဂုဏ်ယူ ခွင့် မရှိ တော့ ဘူး တဲ့ လား အမေ လွမ်း တယ် အမေ ဒေါက်ဖိနပ် လျှောက် သံတွေ ညံ နေ တော့ ပန်း တွေဝေ နေ မယ့် အ မေ့ အပြုံး က နှလုံးသား ထဲ အလိုလို ဝင် လာ အနား မှာ အမေ ရှိ နေ သလို ပါ ပဲ လေ တမင် အချိုး ခံ ခဲ့ ရ တဲ့ ခေါက်ရိုး ထဲ မှာ နေသားတကျ ဇရာအို ခဲ့ ပေမဲ့ ပု ခတ် လွှဲ တဲ့ လက် တစ်စုံ ကို တမ်းတ စိတ် က ခု ထိ နေသားတကျ မ ရင့် ကျက် ခဲ့ ဘူး အမေ စုန် ရေဆန် ရေ ဘယ်လို စီး စီး အကျယ် ကြီး မ တွေး ချင်တော့ ဘူး အမေ မြန်မာ ပြည် ရဲ့ တိုက်ပွဲ က အမေ နိုင် မှ ဖြစ် မှာ မို့ ကျန်းမာရေး ကို နိုင်ငံရေး လို ဂရုစိုက် ပါ အ မေ့ ကို သတိရ တဲ့ အခါ အမေ မြတ်နိုး တဲ့ အ မေ့ ကိုယ်စား လေး အားမွေး သလို စိုက် ကြည့် ပြီး အလွမ်း ဖြေ တယ် အဲ့ ဒီ အရာ လေး က (N.L.D) ပေါ့ အမေ ။ #crd. ဒေါင်း မော်ကွန်း /2.OCT.2020# ထပ် ဆင့် ကူး ယူ မျှဝေ အပ် ပါသည် # အ မေ့ သားး #SandaAung 🕊 (2.10.2020)(23း 57),
NLDထောက်ခံ အမေစုချစ်သူများ (သီးသန့်),https://www.facebook.com/groups/686414348155900/permalink/2155705201226800,628,Native Video,56,131,133,0,0,0,0,,
မြဝတီမြို့ရဲ့သတင်းအတင်း,https://www.facebook.com/groups/1212879978741137/permalink/4006977932664647,517,Native Video,34,99,38,0,4,0,0,,
ပြည်မြို့သတင်းနှင့်ထူးခြားသောအဖြစ်အပျက်များ(pyay public group),https://www.facebook.com/groups/356873257840145/permalink/1482680245259435,716,Photo,79,100,139,1,3,0,0,အံ့ သြ စရာ ကောင်း လောက် အောင် ကို စည်းကမ်းရှိ တဲ့ ကျွန်မတို့ ပြည် မြို့ ရဲ့ အ နှေး ယဥ် လုပ်သား ကြီး တွေ ပါ MaskCampiagn ဆို တဲ့ အတိုင်း ဘဲ တ လမ်း လုံး လဲ Mask မချွတ် ကြ ဘူး သူတို့ ရဲ့ ခွန်အား စိုက်ထုတ် မှု အတွက် အမှတ်တရ လေးတင် ပေး ပါရစေ ရှင့် Edit ပိုက်ဆံ ရ လို့ လှည့် တယ် ပြော ကြ သူများ နေရာတကာ ကိုယ့် ပေတံ နဲ့ မ နှိုင်း ပါ နဲ့ ဒီ လူ တွေ ဟာ ဒီနေ့ လုပ်အား ခ တောင် အပျက် ခံ ပြီး သူ့ အသိစိတ်ဓာတ် နဲ့ သူ ဝန်းရံ သူ တွေ ပါ သူတို့ လှည့် တာ ပြည် က အမတ် တေ တောင် မသိ ပါ ဘူး သူတို့ ဟ သူတို့ လုပ် တာ မို့လို့ အမတ် တွေ ကို အသိပေး စရာ မ လို ပါ လို့ တောင် ကိုယ့် ကို လာ ပြော တာ ပါ နော် သိ ဖို့ သိ ဖို့ ဆယ် ခါ ပြန် ဖတ်,
တာမွေမြို့နယ် ပြည်သူ့ကွန်ရက်,https://www.facebook.com/groups/393405437884628/permalink/755263545032147,766,Native Video,50,103,68,3,0,0,0,အောက်တိုဘာ ၂ ရက် ကို ရီး ယား နိုင်ငံ ဆိုးလ် မြို့ မြန်မာ သံရုံး မှာ မဲပေး နေ ကြ ပါ တယ် ။,
အမေစုကို ချစ်ကြသူများသာ (သီးသန့်),https://www.facebook.com/groups/131667613924620/permalink/1195346644223373,1679,Photo,68,485,197,0,0,0,0,""" ကမ္ဘာ ကို လွှမ်း တဲ့ မြန်မာ တို့ ရဲ့ ရတနာ "" 🌺 🌺 🌺 🌺 🌺 🌺 ဇဏ် ခီ တို့ မောင်နှံ က လဲ "" အမေ ..."" တဲ့ ။ အောင် လ အန် ဆန်း က လဲ "" အရိုး သား ဆုံး လူသား "" တဲ့ ။ အို ဘား မား က လဲ “ ငါတို့ ရဲ့ မီးအိမ် ရှင် ”... တဲ့ ။ ဂျပန် ပြည် က လဲ “ ခေါင်းဆောင် အစစ် ”... တဲ့ ဂျပန် မျိုးဆက်သစ် တွေ အတုယူ စေ ချင် လို့ ကျောင်း စာအုပ် ထဲ အ မေ့ အကြောင်း ထည့်သွင်း ပြီး သင်ယူ နေ ကြ ပြီ ။ နီပေါ ၊ ကို ရီး ယား နဲ့ ထိုင်း တို့ က လဲ အပြိုင် စာအုပ် သင်ရိုး တွေ ထဲ ထည့်သွင်း သင်ယူ နေ ကြ ပြီ ။ နော် ဝေ မှာ လဲ နိုင်ငံသား အားလုံး အတုယူ ကြ သင်ယူ ကြ ဘို့ “ အောင် ဆန်း စု ကြည် ပန်းခြံ ” တဲ့ ။ USA မှာ လဲ “ ဒေါ် အောင် ဆန်း စု ကြည် နေ့ ” ဆိုပြီး လွှတ်တော် နှစ် ရပ် က အတည်ပြု ပြီး ဥပဒေ တ ရပ် ပြဋ္ဌာန်း လိုက် ပြီ ။ တခြား နိုင်ငံ တွေ က လဲ သူတို့ နိုင်ငံသား အားလုံး ကို တန်ဘ်ုး ထား ကြ အတုယူ ကြ စေ ချင် လို့ ....“ အောင် ဆန်း စု ကြည် သစ်ခွ ”“ အောင် ဆန်း စု ကြည် နှင်းဆီ ”“ အောင် ဆန်း စု ကြည် ကျွန်း ”“ အောင် ဆန်း စု ကြည် လုံချည် ” အို ..... စုံ လို့ ပါ ဘဲ ။ နိုင်ငံ တောင် ....“ အောင် ဆန်း စု ကြည် နိုင်ငံ ” လို့ ပြော မှ သိ တာ ။ “ မြန်မာနိုင်ငံ ” လို့ ပြော ရင် ကို မသိ ကြ ဘူး ။ အင်္ဂ လန် နိုင်ငံ အဲ လိ ဇ ဘက် ဘုရင်မ ကြီး ကတောင် လေးစား လွန်း လို့ ကြည်ညို လွန်း လို့ နန်းတော် ကို ဖိတ်ကြား ပြီး ညစာစားပွဲ နဲ့ တည်ခင်း ဧည့်ခံ ဂုဏ်ပြု ရ တဲ့ ခေါင်းဆောင် ။ အင်္ဂ လန် နိုင်ငံ ဝန်ကြီးချုပ် ဒေး ဗစ် ကင် မ ရွန်း ကတောင် ထီး ဆောင်း ပေး ခဲ့ ရတာ ။ အလွန် မာနကြီး ကြ တဲ့ ပြင် သစ် တို့ ရဲ့ သမ္မတ ကတောင် ကိုယ်တိုင် အိမ် တော် ရှေ့ ဆင်း ကြို ပြ ပြီး ဂုဏ်ပြု ခဲ့ ရ တဲ့ ခေါင်းဆောင် ။ US သမ္မတ အို ဘား မား တောင် ...“ အန် တီ့ သဘော ” ဆိုပြီး ဆန် ရှင် တွေ ရုပ်သိမ်း ပေး ခဲ့ ရ တဲ့ ခေါင်းဆောင် ။ အစိုးရ ခေါင်းဆောင် မဟုတ် သေး တဲ့ ကာလ တုန်း ကတောင် သူတို့ အားလုံး လေးစား အားကျ တဲ့ ကမ္ဘာ့ ခေါင်းဆောင် အဆင့် ရှိ သူ တ ယောက် မှ မိန့်ခွန်း ပြောကြား ဘို့ ဖိတ်ကြား ခြင်း ခံ ရ တဲ့ အစဉ်အလာ ကြီးမား တဲ့ လန်ဒန် က “ ၀က် မင် စ တာ ခန်းမ ကြီး ” ထဲ မှာ မိန့် ခွန် ပြော ကြာ ခွင့် ရ ခဲ့ တဲ့ အာ ရှ တ ခု လုံး ရဲ့ ပထမ ဆုံး ခေါင်းဆောင် ။ ဘူ တန် မှာ တာဝန် ကျ စဉ် က သူ နေ သွား ခဲ့ တဲ့ အိမ် လေး ကို အမှတ်တရ ထိမ်း သိမ်း ကြ ဖို့ ဘူ တန် ဘုရင် မြတ် ကိုယ်တိုင် အမိန့်တော် တ ရပ် ချမှတ် ထုတ်ပြန် ပြီး ဂုဏ်ပြု ခြင်း ကို ခံ ရ တဲ့ မြန်မာ တို့ ရဲ့ ခေါင်းဆောင် ။ အစိုး မ ဖြစ် သေး တဲ့ (truncated)",နီပေါ
တာမွေမြို့နယ် ပြည်သူ့ကွန်ရက်,https://www.facebook.com/groups/393405437884628/permalink/755217761703392,1468,Status,166,672,3,57,0,237,1,အိမ် မှာ ပဲ နေ ကြ ပါ .. မ လိုအပ် ပဲ ဈေး ထဲ မ သွား ကြ ပါ နဲ့ တော့ .. ကျွန်မ ကိုယ်တိုင် ကြုံလ်ု့ ပြော ပြတာ ပါ ... ဈေးနေ့ တိုင်း သွား မိ လို့ အခု ဖျား ပီး အနံ ပျောက် တာ ၄ ရက် ပါ .. အထ က ၅ တာ မွေ မှာ Q ဝင်နေ ရ ပါ တယ် ... အဓိက ဈေး ကလူ စုံ တယ် ပိုး ကူး နိုင်ခြေ အများဆုံး နေရာ ပါ,
